fold,epoch,train_loss,val_loss,task1_acc,task1_f1_fixed,task1_thr_opt,task1_f1_opt,task1_f1_sel,task2_acc,task2_f1_weighted,task2_f1_macro,task2_precision_weighted,task2_recall_weighted,task2_pred_count_c0,task2_pred_frac_c0,task2_true_count_c0,task2_true_frac_c0,task2_pred_count_c1,task2_pred_frac_c1,task2_true_count_c1,task2_true_frac_c1,task2_pred_count_c2,task2_pred_frac_c2,task2_true_count_c2,task2_true_frac_c2,task2_recall_c0,task2_recall_c1,task2_recall_c2,task2_n_val,task2_dummy_count,task2_dummy_frac,task2_decode_errors,task2_avg_available_frames,combined_metric,lr,val_used_ema
1,1,3.6196922628503096,4.8968117237091064,0.5833333333333334,0.4,0.05,0.7142857142857143,0.4,0.6388888888888888,0.5876543209876544,0.5333333333333333,0.8007662835249042,0.6388888888888888,29.0,0.8055555555555556,16.0,0.4444444444444444,1.0,0.027777777777777776,8.0,0.2222222222222222,6.0,0.16666666666666666,12.0,0.3333333333333333,1.0,0.125,0.5,36.0,0.0,0.0,0.0,238.08333333333334,0.4938271604938272,5e-05,0.0
1,2,2.876985449539988,4.419269720713298,0.7222222222222222,0.6666666666666666,0.05,0.7142857142857143,0.6666666666666666,0.2222222222222222,0.08080808080808081,0.12121212121212122,0.04938271604938271,0.2222222222222222,0.0,0.0,16.0,0.4444444444444444,36.0,1.0,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.0,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.3737373737373737,0.0001,0.0
1,3,3.1200262747312846,3.9480550289154053,0.6944444444444444,0.717948717948718,0.49999999999999994,0.717948717948718,0.717948717948718,0.3055555555555556,0.22707174440165456,0.23534445870774498,0.49831649831649827,0.3055555555555556,3.0,0.08333333333333333,16.0,0.4444444444444444,33.0,0.9166666666666666,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.1875,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.47251023117518626,0.0001,0.0
1,4,2.905623799876163,3.541831890741984,0.6944444444444444,0.7555555555555555,0.49999999999999994,0.7555555555555555,0.7555555555555555,0.3055555555555556,0.22707174440165456,0.23534445870774498,0.49831649831649827,0.3055555555555556,3.0,0.08333333333333333,16.0,0.4444444444444444,33.0,0.9166666666666666,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.1875,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.49131364997860505,0.0001,0.0
1,5,2.703108963213469,3.26997176806132,0.7222222222222222,0.7727272727272727,0.6,0.8108108108108109,0.7727272727272727,0.3611111111111111,0.2839506172839506,0.28703703703703703,0.3412698412698412,0.3611111111111111,8.0,0.2222222222222222,16.0,0.4444444444444444,28.0,0.7777777777777778,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.3125,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.5283389450056116,0.0001,0.0
1,6,2.924712507348312,2.9817565282185874,0.7222222222222222,0.7727272727272727,0.65,0.8235294117647058,0.7727272727272727,0.4166666666666667,0.34389140271493207,0.3363499245852187,0.37948717948717947,0.4166666666666667,10.0,0.2777777777777778,16.0,0.4444444444444444,26.0,0.7222222222222222,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.4375,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.5583093377211024,0.0001,0.0
1,7,2.655162735989219,2.826127847035726,0.8333333333333334,0.8235294117647058,0.44999999999999996,0.8235294117647058,0.8235294117647058,0.6666666666666666,0.5358851674641149,0.5231259968102073,0.4502164502164503,0.6666666666666666,22.0,0.6111111111111112,16.0,0.4444444444444444,14.0,0.3888888888888889,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,1.0,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.6797072896144103,0.0001,0.0
1,8,2.5874724764572945,2.55816920598348,0.7222222222222222,0.7619047619047619,0.7,0.8235294117647058,0.7619047619047619,0.4722222222222222,0.39682539682539686,0.38095238095238093,0.4074074074074074,0.4722222222222222,12.0,0.3333333333333333,16.0,0.4444444444444444,24.0,0.6666666666666666,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.5625,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.5793650793650793,0.0001,0.0
1,9,2.603029075421785,2.5489865938822427,0.7777777777777778,0.8095238095238095,0.6,0.8235294117647058,0.8095238095238095,0.5277777777777778,0.43801755036460266,0.42046718576195774,0.41058201058201055,0.5277777777777778,15.0,0.4166666666666667,16.0,0.4444444444444444,21.0,0.5833333333333334,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.6875,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.6237706799442061,0.0001,0.0
1,10,2.680652066280967,2.667713681856791,0.7222222222222222,0.7727272727272727,0.75,0.8235294117647058,0.7727272727272727,0.4722222222222222,0.39682539682539686,0.38095238095238093,0.4074074074074074,0.4722222222222222,12.0,0.3333333333333333,16.0,0.4444444444444444,24.0,0.6666666666666666,8.0,0.2222222222222222,0.0,0.0,12.0,0.3333333333333333,0.5625,1.0,0.0,36.0,0.0,0.0,0.0,238.08333333333334,0.5847763347763348,0.0001,0.0
