fold,epoch,train_loss,val_loss,task1_acc,task1_f1_fixed,task1_thr_opt,task1_f1_opt,task1_f1_sel,task2_acc,task2_f1_weighted,task2_f1_macro,task2_precision_weighted,task2_recall_weighted,task2_pred_count_c0,task2_pred_frac_c0,task2_true_count_c0,task2_true_frac_c0,task2_pred_count_c1,task2_pred_frac_c1,task2_true_count_c1,task2_true_frac_c1,task2_pred_count_c2,task2_pred_frac_c2,task2_true_count_c2,task2_true_frac_c2,task2_recall_c0,task2_recall_c1,task2_recall_c2,task2_n_val,task2_dummy_count,task2_dummy_frac,task2_decode_errors,task2_avg_available_frames,combined_metric,lr,val_used_ema
4,1,3.381724319959942,2.933795770009359,0.5833333333333334,0.6341463414634146,0.05,0.7368421052631579,0.6341463414634146,0.2222222222222222,0.08080808080808081,0.12121212121212122,0.04938271604938271,0.2222222222222222,0.0,0.0,15.0,0.4166666666666667,36.0,1.0,8.0,0.2222222222222222,0.0,0.0,13.0,0.3611111111111111,0.0,1.0,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.3574772111357477,5e-05,0.0
4,2,3.0930646720685457,2.8017309109369912,0.5833333333333334,0.7368421052631579,0.05,0.7368421052631579,0.7368421052631579,0.2222222222222222,0.08080808080808081,0.12121212121212122,0.04938271604938271,0.2222222222222222,0.0,0.0,15.0,0.4166666666666667,36.0,1.0,8.0,0.2222222222222222,0.0,0.0,13.0,0.3611111111111111,0.0,1.0,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.4088250930356193,0.0001,0.0
4,3,2.8530779637788473,2.7011938095092773,0.5833333333333334,0.7368421052631579,0.5499999999999999,0.7659574468085106,0.7368421052631579,0.2222222222222222,0.08080808080808081,0.12121212121212122,0.04938271604938271,0.2222222222222222,0.0,0.0,15.0,0.4166666666666667,36.0,1.0,8.0,0.2222222222222222,0.0,0.0,13.0,0.3611111111111111,0.0,1.0,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.4088250930356193,0.0001,0.0
4,4,2.721376506905807,2.7912132342656455,0.7777777777777778,0.7894736842105263,0.49999999999999994,0.7894736842105263,0.7894736842105263,0.3611111111111111,0.31774972728689416,0.324450677886863,0.3801328502415459,0.3611111111111111,8.0,0.2222222222222222,15.0,0.4166666666666667,23.0,0.6388888888888888,8.0,0.2222222222222222,5.0,0.1388888888888889,13.0,0.3611111111111111,0.4,0.875,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.5536117057487102,0.0001,0.0
4,5,2.6920508710961593,2.571515520413717,0.8055555555555556,0.851063829787234,0.5499999999999999,0.8780487804878049,0.851063829787234,0.3333333333333333,0.2824967824967825,0.28485628485628484,0.40086206896551724,0.3333333333333333,6.0,0.16666666666666666,15.0,0.4166666666666667,29.0,0.8055555555555556,8.0,0.2222222222222222,1.0,0.027777777777777776,13.0,0.3611111111111111,0.3333333333333333,0.875,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.5667803061420082,0.0001,0.0
4,6,2.72076856462579,2.8030664126078286,0.7222222222222222,0.7222222222222222,0.44999999999999996,0.8780487804878049,0.7222222222222222,0.5555555555555556,0.460573476702509,0.446236559139785,0.41631944444444446,0.5555555555555556,16.0,0.4444444444444444,15.0,0.4166666666666667,20.0,0.5555555555555556,8.0,0.2222222222222222,0.0,0.0,13.0,0.3611111111111111,0.8666666666666667,0.875,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.5913978494623656,0.0001,0.0
4,7,2.687069014499062,2.679062763849894,0.8055555555555556,0.8205128205128205,0.49999999999999994,0.8205128205128205,0.8205128205128205,0.5555555555555556,0.46839080459770116,0.449808429118774,0.4351851851851852,0.5555555555555556,15.0,0.4166666666666667,15.0,0.4166666666666667,21.0,0.5833333333333334,8.0,0.2222222222222222,0.0,0.0,13.0,0.3611111111111111,0.8666666666666667,0.875,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.6444518125552609,0.0001,0.0
4,8,2.642186083291706,2.587283412615458,0.8333333333333334,0.85,0.44999999999999996,0.9090909090909091,0.85,0.5,0.4288274449564773,0.3986175115207373,0.3940972222222222,0.5,16.0,0.4444444444444444,15.0,0.4166666666666667,20.0,0.5555555555555556,8.0,0.2222222222222222,0.0,0.0,13.0,0.3611111111111111,0.8666666666666667,0.625,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.6394137224782386,0.0001,0.0
4,9,2.5966729866830924,2.55655574798584,0.8611111111111112,0.8780487804878049,0.44999999999999996,0.9047619047619048,0.8780487804878049,0.5,0.44341563786008226,0.41234567901234565,0.4195906432748538,0.5,15.0,0.4166666666666667,15.0,0.4166666666666667,19.0,0.5277777777777778,8.0,0.2222222222222222,2.0,0.05555555555555555,13.0,0.3611111111111111,0.8666666666666667,0.625,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.6607322091739436,0.0001,0.0
4,10,2.5374107486323307,2.711634318033854,0.75,0.7567567567567568,0.44999999999999996,0.8205128205128205,0.7567567567567568,0.5277777777777778,0.4411057692307693,0.4246794871794872,0.39270152505446615,0.5277777777777778,17.0,0.4722222222222222,15.0,0.4166666666666667,18.0,0.5,8.0,0.2222222222222222,1.0,0.027777777777777776,13.0,0.3611111111111111,0.8666666666666667,0.75,0.0,36.0,0.0,0.0,0.0,233.77777777777777,0.5989312629937631,0.0001,0.0
