fold,epoch,train_loss,val_loss,task1_acc,task1_f1_fixed,task1_thr_opt,task1_f1_opt,task1_f1_sel,task2_acc,task2_f1_weighted,task2_f1_macro,task2_precision_weighted,task2_recall_weighted,task2_pred_count_c0,task2_pred_frac_c0,task2_true_count_c0,task2_true_frac_c0,task2_pred_count_c1,task2_pred_frac_c1,task2_true_count_c1,task2_true_frac_c1,task2_pred_count_c2,task2_pred_frac_c2,task2_true_count_c2,task2_true_frac_c2,task2_recall_c0,task2_recall_c1,task2_recall_c2,task2_n_val,task2_dummy_count,task2_dummy_frac,task2_decode_errors,task2_avg_available_frames,combined_metric,lr,val_used_ema
2,1,3.5213047862052917,2.513776183128357,0.5769230769230769,0.0,0.05,0.5945945945945946,0.0,0.11538461538461539,0.02387267904509284,0.06896551724137931,0.013313609467455622,0.11538461538461539,0.0,0.0,15.0,0.5769230769230769,26.0,1.0,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.0,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.01193633952254642,5e-05,0.0
2,2,2.9717362999916075,2.4565125703811646,0.4230769230769231,0.5945945945945946,0.05,0.5945945945945946,0.5945945945945946,0.11538461538461539,0.02387267904509284,0.06896551724137931,0.013313609467455622,0.11538461538461539,0.0,0.0,15.0,0.5769230769230769,26.0,1.0,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.0,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.3092336368198437,0.0001,0.0
2,3,2.8943440318107605,2.456581234931946,0.4230769230769231,0.5945945945945946,0.05,0.5945945945945946,0.5945945945945946,0.11538461538461539,0.02387267904509284,0.06896551724137931,0.013313609467455622,0.11538461538461539,0.0,0.0,15.0,0.5769230769230769,26.0,1.0,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.0,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.3092336368198437,0.0001,0.0
2,4,2.733800250291824,2.530199408531189,0.4230769230769231,0.5945945945945946,0.05,0.5945945945945946,0.5945945945945946,0.11538461538461539,0.02387267904509284,0.06896551724137931,0.013313609467455622,0.11538461538461539,0.0,0.0,15.0,0.5769230769230769,26.0,1.0,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.0,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.3092336368198437,0.0001,0.0
2,5,2.6610982000827788,2.4107764959335327,0.5,0.6285714285714286,0.5499999999999999,0.6923076923076923,0.6285714285714286,0.23076923076923078,0.21893491124260356,0.18803418803418803,0.5919732441471571,0.23076923076923078,3.0,0.11538461538461539,15.0,0.5769230769230769,23.0,0.8846153846153846,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.2,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.42375316990701606,0.0001,0.0
2,6,2.666941511631012,2.5282944440841675,0.4230769230769231,0.5945945945945946,0.5499999999999999,0.6666666666666666,0.5945945945945946,0.23076923076923078,0.21893491124260356,0.18803418803418803,0.5919732441471571,0.23076923076923078,3.0,0.11538461538461539,15.0,0.5769230769230769,23.0,0.8846153846153846,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.2,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.4067647529185991,0.0001,0.0
2,7,2.5623494505882265,2.6220442056655884,0.5384615384615384,0.45454545454545453,0.7,0.625,0.45454545454545453,0.4230769230769231,0.39663461538461536,0.22916666666666666,0.37330316742081454,0.4230769230769231,17.0,0.6538461538461539,15.0,0.5769230769230769,9.0,0.34615384615384615,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.7333333333333333,0.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.42559003496503495,0.0001,0.0
2,8,2.621883201599121,2.400036573410034,0.5384615384615384,0.6470588235294118,0.6,0.7692307692307693,0.6470588235294118,0.23076923076923078,0.21893491124260356,0.18803418803418803,0.5919732441471571,0.23076923076923078,3.0,0.11538461538461539,15.0,0.5769230769230769,23.0,0.8846153846153846,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.2,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.4329968673860077,0.0001,0.0
2,9,2.5168977975845337,2.368808388710022,0.5769230769230769,0.6666666666666666,0.65,0.8,0.6666666666666666,0.2692307692307692,0.2706072874493927,0.22035087719298244,0.5926573426573426,0.2692307692307692,4.0,0.15384615384615385,15.0,0.5769230769230769,22.0,0.8461538461538461,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.26666666666666666,1.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.46863697705802965,0.0001,0.0
2,10,2.4796209156513216,2.6482383012771606,0.5769230769230769,0.47619047619047616,0.39999999999999997,0.6285714285714286,0.47619047619047616,0.46153846153846156,0.41958041958041964,0.24242424242424243,0.38461538461538464,0.46153846153846156,18.0,0.6923076923076923,15.0,0.5769230769230769,8.0,0.3076923076923077,3.0,0.11538461538461539,0.0,0.0,8.0,0.3076923076923077,0.8,0.0,0.0,26.0,0.0,0.0,0.0,233.8846153846154,0.44788544788544793,0.0001,0.0
